ID	string	anas	feature	lemma	hfstana	pos	chunk	depType	depTarget	cons	NER
143	Mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	145	(ROOT(CP(CP(NP*)	O	
145	akarok	{ana=akar[/V]=akar+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=akar, readable_ana=akar[/V] + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	akar	[/V][Prs.NDef.1Sg]	V	O			(V_(V0*)))	O	
146	,		_	,	OTHER	,	O	ATT	145	*	O	
147	de	{ana=de[/Adv]=de, feats=[/Adv], lemma=de, readable_ana=de[/Adv]};{ana=de[/Cnj]=de, feats=[/Cnj], lemma=de, readable_ana=de[/Cnj]};{ana=de[/X]=de, feats=[/X], lemma=de, readable_ana=de[/X]}	SubPOS=c|Form=s|Coord=w	de	[/Cnj]	Cnj	O	CONJ	145	(C0*)	O	
149	azt	{ana=az[/Det|Pro]=az+t[Acc]=t, feats=[/Det|Pro][Acc], lemma=az, readable_ana=az[/Det|Pro] + t[Acc]};{ana=az[/N|Pro]=az+t[Acc]=t, feats=[/N|Pro][Acc], lemma=az, readable_ana=az[/N|Pro] + t[Acc]}	SubPOS=f	az	[/Det|Pro][Acc]	Det	1-NP	OBJ	157	(CP(NP*)	O	
151	most	{ana=most[/Adv]=most, feats=[/Adv], lemma=most, readable_ana=most[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	most	[/Adv]	Adv	O	TLOCY	157	(ADVP*)	O	
153	rögtön	{ana=rögtön[/Adv]=rögtön, feats=[/Adv], lemma=rögtön, readable_ana=rögtön[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	rögtön	[/Adv]	Adv	O	TLOCY	157	(ADVP*)	O	
154	,		_	,	OTHER	,	O	ATT	157	*	O	
155	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	157	(NP*)	O	
157	akarok	{ana=akar[/V]=akar+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=akar, readable_ana=akar[/V] + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	akar	[/V][Prs.NDef.1Sg]	V	O	COORD	147	(V_(V0*))	O	
159	azonnal	{ana=azonnal[/Adv]=azonnal, feats=[/Adv], lemma=azonnal, readable_ana=azonnal[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	azonnal	[/Adv]	Adv	O	TLOCY	157	(ADVP*))	O	
160	!		_	!	OTHER	!	O	ATT	146	*))	O	
</s>
<s>
163	Mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	165	(ROOT(CP(CP(NP*)	O	
165	akarok	{ana=akar[/V]=akar+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=akar, readable_ana=akar[/V] + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	akar	[/V][Prs.NDef.1Sg]	V	O			(V_(V0*)))	O	
166	,		_	,	OTHER	,	O	ATT	165	*	O	
167	de	{ana=de[/Adv]=de, feats=[/Adv], lemma=de, readable_ana=de[/Adv]};{ana=de[/Cnj]=de, feats=[/Cnj], lemma=de, readable_ana=de[/Cnj]};{ana=de[/X]=de, feats=[/X], lemma=de, readable_ana=de[/X]}	SubPOS=c|Form=s|Coord=w	de	[/Cnj]	Cnj	O	CONJ	165	(C0*)	O	
169	azt	{ana=az[/Det|Pro]=az+t[Acc]=t, feats=[/Det|Pro][Acc], lemma=az, readable_ana=az[/Det|Pro] + t[Acc]};{ana=az[/N|Pro]=az+t[Acc]=t, feats=[/N|Pro][Acc], lemma=az, readable_ana=az[/N|Pro] + t[Acc]}	SubPOS=f	az	[/Det|Pro][Acc]	Det	1-NP	COORD	167	(CP(NP*)	O	
171	most	{ana=most[/Adv]=most, feats=[/Adv], lemma=most, readable_ana=most[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	most	[/Adv]	Adv	O	TLOCY	175	(ADVP*)	O	
173	rögtön	{ana=rögtön[/Adv]=rögtön, feats=[/Adv], lemma=rögtön, readable_ana=rögtön[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	rögtön	[/Adv]	Adv	O	TLOCY	175	(ADVP*)	O	
174	,		_	,	OTHER	,	O	ATT	175	*	O	
175	hé	{ana=hé[/Inj-Utt]=hé, feats=[/Inj-Utt], lemma=hé, readable_ana=hé[/Inj-Utt]}	SubPOS=o	hé	[/Inj-Utt]	Inj-Utt	O	COORD	167	(NP*)	O	
176	,		_	,	OTHER	,	O	ATT	175	*	O	
177	még	{ana=még[/Adv]=még, feats=[/Adv], lemma=még, readable_ana=még[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	még	[/Adv]	Adv	O	TLOCY	179	(ADVP*)	O	
179	ma	{ana=ma[/Adv]=ma, feats=[/Adv], lemma=ma, readable_ana=ma[/Adv]};{ana=ma[/N]=ma+[Nom], feats=[/N][Nom], lemma=ma, readable_ana=ma[/N] + [Nom]};{ana=ma[/N]=ma+[_Tmp_Loc/Adv], feats=[/N][_Tmp_Loc/Adv], lemma=ma, readable_ana=ma[/N] + [_Tmp_Loc/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	ma	[/Adv]	Adv	O	TLOCY	175	(ADVP*))	O	
180	!		_	!	OTHER	!	O	ATT	175	*))	O	
</s>
<s>
183	Sokkal	{ana=sok[/Num]=sok+kal[Ins]=kal, feats=[/Num][Ins], lemma=sok, readable_ana=sok[/Num] + kal[Ins]};{ana=sokk[/N]=sokk+al[Ins]=al, feats=[/N][Ins], lemma=sokk, readable_ana=sokk[/N] + al[Ins]};{ana=sokkal[/Adv]=sokkal, feats=[/Adv], lemma=sokkal, readable_ana=sokkal[/Adv]}	SubPOS=c|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none	sok	[/Num][Ins]	Num	1-NP	MODE	185	(ROOT(CP(NP(ADVP*)	O	
185	jobb	{ana=jobb[/Adj]=jobb+[Nom], feats=[/Adj][Nom], lemma=jobb, readable_ana=jobb[/Adj] + [Nom]};{ana=jobb[/N]=jobb+[Nom], feats=[/N][Nom], lemma=jobb, readable_ana=jobb[/N] + [Nom]};{ana=jó[/Adj]=jo+bb[_Comp/Adj]=bb+[Nom], feats=[/Adj][_Comp/Adj][Nom], lemma=jó, readable_ana=jó[/Adj]=jo + bb[_Comp/Adj] + [Nom]}	SubPOS=f|Deg=c|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	jó	[/Adj][_Comp/Adj][Nom]	Adj	1-NP			*)	O	
187	ha	{ana=ha[/Cnj]=ha, feats=[/Cnj], lemma=ha, readable_ana=ha[/Cnj]};{ana=ha[/Inj-Utt]=ha, feats=[/Inj-Utt], lemma=ha, readable_ana=ha[/Inj-Utt]};{ana=ha[/N|Unit|Abbr]=ha+[Nom], feats=[/N][Nom], lemma=ha, readable_ana=ha[/N|Unit|Abbr] + [Nom]}	SubPOS=c|Form=s|Coord=w	ha	[/Cnj]	Cnj	O	CONJ	185	(C0*)	O	
189	úgy	{ana=úgy[/Adv|Pro]=úgy, feats=[/Adv|Pro], lemma=úgy, readable_ana=úgy[/Adv|Pro]};{ana=úgy[/Inj-Utt]=úgy, feats=[/Inj-Utt], lemma=úgy, readable_ana=úgy[/Inj-Utt]}	SubPOS=d|Deg=none|Num=none|Per=none	úgy	[/Adv|Pro]	Adv	O	MODE	191	(CP(ADVP*)	O	
191	szerzed	{ana=szerez[/V]=szerz+ed[Prs.Def.2Sg]=ed, feats=[/V][Prs.Def.2Sg], lemma=szerez, readable_ana=szerez[/V]=szerz + ed[Prs.Def.2Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	szerez	[/V][Prs.Def.2Sg]	V	O	ATT	187	*	O	
193	hogy	{ana=ahogy[/Adv|Pro|Rel]=hogy, feats=[/Adv|Pro|Rel], lemma=ahogy, readable_ana=ahogy[/Adv|Pro|Rel]=hogy};{ana=hogy[/Adv|Pro|Int]=hogy, feats=[/Adv|Pro|Int], lemma=hogy, readable_ana=hogy[/Adv|Pro|Int]};{ana=hogy[/Cnj]=hogy, feats=[/Cnj], lemma=hogy, readable_ana=hogy[/Cnj]}	SubPOS=c|Form=s|Coord=w	hogy	[/Cnj]	Cnj	O	CONJ	191	(C0*)	O	
195	vágyol		SubPOS=m|Mood=i|Tense=p|Per=3|Num=s|Def=n	vágyol	[/V][Prs.NDef.3Sg]	V	O	ATT	193	(CP(NP*)	O	
197	utána	{ana=ő[/N|Pro]+után[/Post]=után+a[3Sg]=a, feats=[/Post][3Sg], lemma=őután, readable_ana=ő[/N|Pro] + után[/Post] + a[3Sg]};{ana=utána[/Adv]=utána, feats=[/Adv], lemma=utána, readable_ana=utána[/Adv]};{ana=utána[/Prev]=utána, feats=[/Prev], lemma=utána, readable_ana=utána[/Prev]}	SubPOS=x|Deg=none|Num=none|Per=none	utána	[/Adv]	Adv	O	TLOCY	195	(ADVP*)))	O	
198	,		_	,	OTHER	,	O	ATT	195	*	O	
200	Sokkal	{ana=sok[/Num]=sok+kal[Ins]=kal, feats=[/Num][Ins], lemma=sok, readable_ana=sok[/Num] + kal[Ins]};{ana=sokk[/N]=sokk+al[Ins]=al, feats=[/N][Ins], lemma=sokk, readable_ana=sokk[/N] + al[Ins]};{ana=sokkal[/Adv]=sokkal, feats=[/Adv], lemma=sokkal, readable_ana=sokkal[/Adv]}	SubPOS=c|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none	sok	[/Num][Ins]	Num	1-NP	MODE	202	(NP(ADVP*)	O	
202	jobb	{ana=jobb[/Adj]=jobb+[Nom], feats=[/Adj][Nom], lemma=jobb, readable_ana=jobb[/Adj] + [Nom]};{ana=jobb[/N]=jobb+[Nom], feats=[/N][Nom], lemma=jobb, readable_ana=jobb[/N] + [Nom]};{ana=jó[/Adj]=jo+bb[_Comp/Adj]=bb+[Nom], feats=[/Adj][_Comp/Adj][Nom], lemma=jó, readable_ana=jó[/Adj]=jo + bb[_Comp/Adj] + [Nom]}	SubPOS=f|Deg=c|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	jó	[/Adj][_Comp/Adj][Nom]	Adj	1-NP	ATT	198	*)	O	
204	ha	{ana=ha[/Cnj]=ha, feats=[/Cnj], lemma=ha, readable_ana=ha[/Cnj]};{ana=ha[/Inj-Utt]=ha, feats=[/Inj-Utt], lemma=ha, readable_ana=ha[/Inj-Utt]};{ana=ha[/N|Unit|Abbr]=ha+[Nom], feats=[/N][Nom], lemma=ha, readable_ana=ha[/N|Unit|Abbr] + [Nom]}	SubPOS=c|Form=s|Coord=w	ha	[/Cnj]	Cnj	O	CONJ	195	(C0*)	O	
206	úgy	{ana=úgy[/Adv|Pro]=úgy, feats=[/Adv|Pro], lemma=úgy, readable_ana=úgy[/Adv|Pro]};{ana=úgy[/Inj-Utt]=úgy, feats=[/Inj-Utt], lemma=úgy, readable_ana=úgy[/Inj-Utt]}	SubPOS=d|Deg=none|Num=none|Per=none	úgy	[/Adv|Pro]	Adv	O	MODE	208	(CP(ADVP*)	O	
208	szerzed	{ana=szerez[/V]=szerz+ed[Prs.Def.2Sg]=ed, feats=[/V][Prs.Def.2Sg], lemma=szerez, readable_ana=szerez[/V]=szerz + ed[Prs.Def.2Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	szerez	[/V][Prs.Def.2Sg]	V	O	ATT	204	*	O	
210	hogy	{ana=ahogy[/Adv|Pro|Rel]=hogy, feats=[/Adv|Pro|Rel], lemma=ahogy, readable_ana=ahogy[/Adv|Pro|Rel]=hogy};{ana=hogy[/Adv|Pro|Int]=hogy, feats=[/Adv|Pro|Int], lemma=hogy, readable_ana=hogy[/Adv|Pro|Int]};{ana=hogy[/Cnj]=hogy, feats=[/Cnj], lemma=hogy, readable_ana=hogy[/Cnj]}	SubPOS=c|Form=s|Coord=w	hogy	[/Cnj]	Cnj	O	CONJ	208	(C0*)	O	
212	vágyol		SubPOS=m|Mood=i|Tense=p|Per=3|Num=s|Def=n	vágyol	[/V][Prs.NDef.3Sg]	V	O	ATT	210	(CP(NP*)	O	
214	utána	{ana=ő[/N|Pro]+után[/Post]=után+a[3Sg]=a, feats=[/Post][3Sg], lemma=őután, readable_ana=ő[/N|Pro] + után[/Post] + a[3Sg]};{ana=utána[/Adv]=utána, feats=[/Adv], lemma=utána, readable_ana=utána[/Adv]};{ana=utána[/Prev]=utána, feats=[/Prev], lemma=utána, readable_ana=utána[/Prev]}	SubPOS=x|Deg=none|Num=none|Per=none	utána	[/Adv]	Adv	O	TLOCY	212	(ADVP*)))	O	
215	!		_	!	OTHER	!	O	ATT	212	*))	O	
</s>
<s>
218	Aha	{ana=aha[/Inj-Utt]=aha, feats=[/Inj-Utt], lemma=aha, readable_ana=aha[/Inj-Utt]};{ana=aha[/N]=aha+[Nom], feats=[/N][Nom], lemma=aha, readable_ana=aha[/N] + [Nom]}	SubPOS=o	aha	[/Inj-Utt]	Inj-Utt	O			(ROOT(CP(NP*)	O	
219	.		_	.	OTHER	.	O	ATT	218	*))	O	
</s>
<s>
222	Mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	228	(ROOT(CP(NP*)	O	
223	,		_	,	OTHER	,	O	ATT	228	*	O	
224	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	228	(CP(NP*)	O	
225	,		_	,	OTHER	,	O	ATT	228	*	O	
226	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	228	(NP*)	O	
228	akarok	{ana=akar[/V]=akar+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=akar, readable_ana=akar[/V] + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	akar	[/V][Prs.NDef.1Sg]	V	O			(V_(V0*)))	O	
229	,		_	,	OTHER	,	O	ATT	228	*	O	
230	hé	{ana=hé[/Inj-Utt]=hé, feats=[/Inj-Utt], lemma=hé, readable_ana=hé[/Inj-Utt]}	SubPOS=o	hé	[/Inj-Utt]	Inj-Utt	O	MODE	228	(NP*)	O	
231	,		_	,	OTHER	,	O	ATT	230	*	O	
232	még	{ana=még[/Adv]=még, feats=[/Adv], lemma=még, readable_ana=még[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	még	[/Adv]	Adv	O	TLOCY	234	(ADVP*)	O	
234	ma	{ana=ma[/Adv]=ma, feats=[/Adv], lemma=ma, readable_ana=ma[/Adv]};{ana=ma[/N]=ma+[Nom], feats=[/N][Nom], lemma=ma, readable_ana=ma[/N] + [Nom]};{ana=ma[/N]=ma+[_Tmp_Loc/Adv], feats=[/N][_Tmp_Loc/Adv], lemma=ma, readable_ana=ma[/N] + [_Tmp_Loc/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	ma	[/Adv]	Adv	O	TLOCY	230	(ADVP*)	O	
235	!		_	!	OTHER	!	O	ATT	230	*))	O	
</s>
<s>
238	Sokkal	{ana=sok[/Num]=sok+kal[Ins]=kal, feats=[/Num][Ins], lemma=sok, readable_ana=sok[/Num] + kal[Ins]};{ana=sokk[/N]=sokk+al[Ins]=al, feats=[/N][Ins], lemma=sokk, readable_ana=sokk[/N] + al[Ins]};{ana=sokkal[/Adv]=sokkal, feats=[/Adv], lemma=sokkal, readable_ana=sokkal[/Adv]}	SubPOS=c|Num=s|Cas=n|Form=d|NumP=none|PerP=none|NumPd=none	sok	[/Num][Ins]	Num	1-NP	MODE	240	(ROOT(CP(NP(ADVP*)	O	
240	jobb	{ana=jobb[/Adj]=jobb+[Nom], feats=[/Adj][Nom], lemma=jobb, readable_ana=jobb[/Adj] + [Nom]};{ana=jobb[/N]=jobb+[Nom], feats=[/N][Nom], lemma=jobb, readable_ana=jobb[/N] + [Nom]};{ana=jó[/Adj]=jo+bb[_Comp/Adj]=bb+[Nom], feats=[/Adj][_Comp/Adj][Nom], lemma=jó, readable_ana=jó[/Adj]=jo + bb[_Comp/Adj] + [Nom]}	SubPOS=f|Deg=c|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	jó	[/Adj][_Comp/Adj][Nom]	Adj	1-NP	PRED	263	*)	O	
242	ha	{ana=ha[/Cnj]=ha, feats=[/Cnj], lemma=ha, readable_ana=ha[/Cnj]};{ana=ha[/Inj-Utt]=ha, feats=[/Inj-Utt], lemma=ha, readable_ana=ha[/Inj-Utt]};{ana=ha[/N|Unit|Abbr]=ha+[Nom], feats=[/N][Nom], lemma=ha, readable_ana=ha[/N|Unit|Abbr] + [Nom]}	SubPOS=c|Form=s|Coord=w	ha	[/Cnj]	Cnj	O	CONJ	263	(C0*)	O	
244	úgy	{ana=úgy[/Adv|Pro]=úgy, feats=[/Adv|Pro], lemma=úgy, readable_ana=úgy[/Adv|Pro]};{ana=úgy[/Inj-Utt]=úgy, feats=[/Inj-Utt], lemma=úgy, readable_ana=úgy[/Inj-Utt]}	SubPOS=d|Deg=none|Num=none|Per=none	úgy	[/Adv|Pro]	Adv	O	MODE	246	(ADVP*)	O	
246	szerzed	{ana=szerez[/V]=szerz+ed[Prs.Def.2Sg]=ed, feats=[/V][Prs.Def.2Sg], lemma=szerez, readable_ana=szerez[/V]=szerz + ed[Prs.Def.2Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	szerez	[/V][Prs.Def.2Sg]	V	O	ATT	242	(NP(NP*)	O	
248	hogy	{ana=ahogy[/Adv|Pro|Rel]=hogy, feats=[/Adv|Pro|Rel], lemma=ahogy, readable_ana=ahogy[/Adv|Pro|Rel]=hogy};{ana=hogy[/Adv|Pro|Int]=hogy, feats=[/Adv|Pro|Int], lemma=hogy, readable_ana=hogy[/Adv|Pro|Int]};{ana=hogy[/Cnj]=hogy, feats=[/Cnj], lemma=hogy, readable_ana=hogy[/Cnj]}	SubPOS=c|Form=s|Coord=w	hogy	[/Cnj]	Cnj	O	CONJ	246	(C0*)	O	
250	vágyol		SubPOS=m|Mood=i|Tense=p|Per=3|Num=s|Def=n	vágyol	[/V][Prs.NDef.3Sg]	V	O	ATT	248	(NP*))	O	
252	utána	{ana=ő[/N|Pro]+után[/Post]=után+a[3Sg]=a, feats=[/Post][3Sg], lemma=őután, readable_ana=ő[/N|Pro] + után[/Post] + a[3Sg]};{ana=utána[/Adv]=utána, feats=[/Adv], lemma=utána, readable_ana=utána[/Adv]};{ana=utána[/Prev]=utána, feats=[/Prev], lemma=utána, readable_ana=utána[/Prev]}	SubPOS=x|Deg=none|Num=none|Per=none	utána	[/Adv]	Adv	O	TLOCY	263	(ADVP*)	O	
253	,		_	,	OTHER	,	O	ATT	263	*	O	
255	De	{ana=de[/Adv]=de, feats=[/Adv], lemma=de, readable_ana=de[/Adv]};{ana=de[/Cnj]=de, feats=[/Cnj], lemma=de, readable_ana=de[/Cnj]};{ana=de[/X]=de, feats=[/X], lemma=de, readable_ana=de[/X]}	SubPOS=c|Form=s|Coord=w	de	[/Cnj]	Cnj	O	CONJ	263	(CP(C0*)	O	
257	én	{ana=én[/N]=én+[Nom], feats=[/N][Nom], lemma=én, readable_ana=én[/N] + [Nom]};{ana=én[/N|Pro]=én+[1Sg]+[Nom], feats=[/N|Pro][1Sg][Nom], lemma=én, readable_ana=én[/N|Pro] + [1Sg] + [Nom]}	SubPOS=c|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	én	[/N|Pro][1Sg][Nom]	N	B-NP	SUBJ	263	(NP*)	O	
259	türelmetlen	{ana=türelem[/N]=türelm+etlen[_Abe/Adj]=etlen+[Nom], feats=[/Adj][Nom], lemma=türelmetlen, readable_ana=türelem[/N]=türelm + etlen[_Abe/Adj] + [Nom]};{ana=türelem[/N]=türelm+etlen[_Abe/Adj]=etlen+[_Manner:0/Adv], feats=[/Adj][_Manner:0/Adv], lemma=türelmetlen, readable_ana=türelem[/N]=türelm + etlen[_Abe/Adj] + [_Manner:0/Adv]};{ana=türelmetlen[/Adj]=türelmetlen+[Nom], feats=[/Adj][Nom], lemma=türelmetlen, readable_ana=türelmetlen[/Adj] + [Nom]};{ana=türelmetlen[/Adj]=türelmetlen+[_Manner:0/Adv], feats=[/Adj][_Manner:0/Adv], lemma=türelmetlen, readable_ana=türelmetlen[/Adj] + [_Manner:0/Adv]}	SubPOS=f|Deg=p|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	türelmetlen	[/Adj][Nom]	Adj	I-NP	ATT	261	(NP(ADJP*)	O	
261	ifjú	{ana=ifjú[/N]=ifj+ú[_Adjz:Ú/Adj]=ú+[Nom], feats=[/N][_Adjz:Ú/Adj][Nom], lemma=ifjú, readable_ana=ifjú[/N]=ifj + ú[_Adjz:Ú/Adj] + [Nom]};{ana=ifjú[/Adj]=ifjú+[Nom], feats=[/Adj][Nom], lemma=ifjú, readable_ana=ifjú[/Adj] + [Nom]};{ana=ifjú[/N]=ifjú+[Nom], feats=[/N][Nom], lemma=ifjú, readable_ana=ifjú[/N] + [Nom]}	SubPOS=f|Deg=p|Num=s|Cas=n|NumP=none|PerP=none|NumPd=none	ifjú	[/Adj][Nom]	Adj	E-NP	PRED	263	*)	O	
263	vagyok	{ana=van[/V]=vagy+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=van, readable_ana=van[/V]=vagy + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	van	[/V][Prs.NDef.1Sg]	V	O			(V_(V0*))	O	
265	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	OBJ	271	(NP*))	O	
266	,		_	,	OTHER	,	O	ATT	265	*	O	
267	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	COORD	265	(NP*)	O	
268	,		_	,	OTHER	,	O	ATT	267	*	O	
269	mindent	{ana=minden[/N|Pro]=minden+t[Acc]=t, feats=[/N|Pro][Acc], lemma=minden, readable_ana=minden[/N|Pro] + t[Acc]}	SubPOS=c|Num=s|Cas=a|NumP=none|PerP=none|NumPd=none	minden	[/N|Pro][Acc]	N	1-NP	COORD	267	(CP(NP*)	O	
271	akarok	{ana=akar[/V]=akar+ok[Prs.NDef.1Sg]=ok, feats=[/V][Prs.NDef.1Sg], lemma=akar, readable_ana=akar[/V] + ok[Prs.NDef.1Sg]}	SubPOS=m|Mood=i|Tense=s|Per=none|Num=none|Def=none	akar	[/V][Prs.NDef.1Sg]	V	O	MODE	263	(V_(V0*)))	O	
272	,		_	,	OTHER	,	O	ATT	271	*	O	
273	hé	{ana=hé[/Inj-Utt]=hé, feats=[/Inj-Utt], lemma=hé, readable_ana=hé[/Inj-Utt]}	SubPOS=o	hé	[/Inj-Utt]	Inj-Utt	O	APPEND	271	(NP*)	O	
274	,		_	,	OTHER	,	O	ATT	271	*	O	
275	még	{ana=még[/Adv]=még, feats=[/Adv], lemma=még, readable_ana=még[/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	még	[/Adv]	Adv	O	TLOCY	277	(ADVP*)	O	
277	ma	{ana=ma[/Adv]=ma, feats=[/Adv], lemma=ma, readable_ana=ma[/Adv]};{ana=ma[/N]=ma+[Nom], feats=[/N][Nom], lemma=ma, readable_ana=ma[/N] + [Nom]};{ana=ma[/N]=ma+[_Tmp_Loc/Adv], feats=[/N][_Tmp_Loc/Adv], lemma=ma, readable_ana=ma[/N] + [_Tmp_Loc/Adv]}	SubPOS=x|Deg=none|Num=none|Per=none	ma	[/Adv]	Adv	O	TLOCY	271	(ADVP*)	O	
278	!		_	!	OTHER	!	O	ATT	271	*))	O	
</s>
